Date,Open,High,Low,Close,Volume
2016-02-03,10175.276712665926,10284.871724538947,10224.327551819346,10184.407844440497,5353
2016-02-04,10288.995678869163,10302.56846891873,10340.530106873572,10310.65159655405,21729
2016-02-05,10551.756588776048,10622.244886721295,10449.182067581689,10546.108637222043,37734
2016-02-06,10496.58125556832,10611.365774512416,10398.210110705688,10522.10195726636,43471
2016-02-07,10355.62096240993,10302.654553811111,10346.911808563727,10346.774862208556,18737
2016-02-08,10231.021828105264,10206.21169847735,10163.23329958434,10177.55941567308,37288
2016-02-09,10338.696484583736,10285.298191136848,10361.421092419556,10310.853672919491,28732
2016-02-10,10480.305646564851,10415.854675738585,10431.64663978302,10465.27023704374,11809
2016-02-11,10577.763710960598,10614.861507801095,10484.697945202986,10579.575088629774,44755
2016-02-12,10399.211931466198,10429.42819361343,10478.725906330028,10439.691891626191,22794
2016-02-13,10460.541441346288,10491.024620083976,10436.27908894386,10488.27845718699,30645
2016-02-14,10539.75515304778,10569.068274493588,10484.450584131182,10512.783705377757,15132
2016-02-15,10542.187069066831,10460.805441163931,10514.376436172728,10558.864924613692,2253
2016-02-16,10729.477678477848,10813.632224105217,10641.344800992902,10744.503912286646,23188
2016-02-17,10789.084353295346,10773.82169879644,10679.250492115543,10792.6599718118,36407
2016-02-18,10916.967065615394,10969.32797071155,10929.711733723869,10940.205073353733,17031
2016-02-19,10928.12314104862,10989.001198949862,10891.340517125436,10955.001648066238,46522
2016-02-20,11017.418916849365,11094.0520406282,11012.778726734852,11018.53121714256,37759
2016-02-21,11138.634219775982,11152.680265247214,11173.838724939891,11158.530537065284,32458
2016-02-22,10821.966710465276,10722.948849686249,10807.313001512832,10838.029072286772,40526
2016-02-23,10752.132762523135,10772.034013553905,10716.032502121105,10768.95798920738,43209
2016-02-24,10679.26976632226,10689.986779733552,10656.553447489014,10668.1245586709,36340
2016-02-25,10527.789351994614,10478.211473841458,10574.173802766643,10532.679162841496,41439
2016-02-26,10471.137601842996,10482.603374757322,10495.40763807663,10474.87864122782,35951
2016-02-27,10805.679613911108,10786.174366209269,10817.396760259968,10792.79418549205,43203
2016-02-28,10604.494964783757,10536.29196888018,10649.16342817463,10607.50833744091,6083
2016-02-29,10808.912104833586,10851.241008288967,10791.966995938776,10814.930695276713,17860
2016-03-01,10466.824817560744,10437.322755562243,10435.12487081894,10456.985832154884,44501
2016-03-02,10401.063480439365,10379.929600391306,10336.309956657424,10387.18209508621,24234
2016-03-03,10417.98277759236,10396.945315534294,10462.65625185644,10421.04809761689,1732
2016-03-04,10545.64802813698,10610.792640312746,10574.392706431372,10543.94817971893,42553
2016-03-05,10678.280199401965,10692.81470432985,10595.2795584162,10695.002696632362,33124
2016-03-06,10847.34869305468,10870.350662707058,10856.2704130355,10866.053148436646,45609
2016-03-07,10807.13053478088,10783.32047258689,10788.905864959554,10790.531514063008,1794
2016-03-08,10700.724939121035,10725.48999186301,10700.571354335783,10691.211000174002,8195
2016-03-09,10886.153953380006,10959.598373417548,10814.634441400933,10876.250074030935,26013
2016-03-10,10840.802061691937,10875.918716121423,10771.2350354812,10834.716107419988,9895
2016-03-11,10562.754731907362,10599.030768137516,10502.991466023726,10561.778754353594,26514
2016-03-12,10339.46179717886,10370.802267449044,10323.70921545541,10325.080779122283,17994
2016-03-13,10155.905790745772,10085.81771947658,10181.166682400655,10136.947493922582,11298
2016-03-14,10256.902863063677,10211.97153429748,10139.690106239772,10238.244113543198,38744
2016-03-15,10265.380014509616,10256.92599029285,10221.428329218195,10267.449478830731,2905
2016-03-16,10439.101322058268,10401.21448063014,10433.993123727128,10410.223513398649,43874
2016-03-17,10326.362769559437,10271.398792063146,10248.16581400427,10321.646588726911,8535
2016-03-18,10367.522128831051,10270.473011718372,10382.155958726184,10354.426343416546,29431
2016-03-19,10490.708062016904,10420.077837657069,10410.838131451528,10484.792795845664,49584
2016-03-20,10425.272045483063,10411.900301873487,10343.104817925696,10420.124364261485,6550
2016-03-21,10500.27963222407,10512.10325267658,10548.658766118711,10515.753605512546,46416
2016-03-22,10392.014515296632,10350.807383531834,10347.272175619788,10377.458037507646,15883
2016-03-23,10361.006026860134,10365.094749881546,10262.0872949499,10302.379422012804,37310
2016-03-24,10216.358920531804,10201.845122206349,10082.78466589393,10224.022747272244,42994
2016-03-25,9983.815271100148,10038.255697279556,10019.447601607704,9982.397876107205,12353
2016-03-26,10071.10034387812,10071.949911585454,9998.963908430356,10080.095927614177,18030
2016-03-27,9976.159693139623,10020.67380999294,9975.294459909908,9985.906335193038,43182
2016-03-28,10019.25511332677,10029.435365961615,10050.398171125413,9988.40194897211,6037
2016-03-29,10071.32925336164,10014.204196377024,10077.37140482954,10084.902948163057,6319
2016-03-30,10165.722896256491,10170.758382689492,10165.597615864768,10175.370785453784,15801
2016-03-31,10278.947145886264,10247.979760495413,10333.36852752791,10311.68660285145,30553
2016-04-01,10275.801800233245,10285.831992541724,10259.762629060344,10291.395564115795,40528
2016-04-02,10169.769523018726,10166.61777708419,10121.066026141552,10204.636723591148,28565
2016-04-03,10201.25391157271,10220.736421019776,10176.245385492986,10188.37977912909,25180
2016-04-04,9905.448120317562,9838.965014073288,9876.979061225114,9850.29244751836,43676
2016-04-05,9562.271168479345,9569.99230914964,9569.369819374606,9569.288879083895,9407
2016-04-06,9288.395438951224,9346.135039823394,9288.606441423814,9319.462013435414,45184
2016-04-07,9151.871078817056,9193.402067027164,9125.500686119807,9135.427315779809,16318
2016-04-08,9195.374108890042,9173.577071082836,9144.347563608284,9208.762267155742,14522
2016-04-09,9066.997682992733,9067.802423112096,9031.199973493854,9043.496404403662,47725
2016-04-10,8970.293553781978,8983.620099446973,9033.20655641052,8975.356176093817,32649
2016-04-11,9199.993287799854,9282.891197332763,9225.860038239276,9211.633396804214,22165
2016-04-12,9142.9759341328,9078.488279821357,9135.386301768262,9146.23121603578,17176
2016-04-13,9296.208446261426,9253.859450386926,9229.969455887383,9282.140864982986,22638
2016-04-14,9106.285765364551,9238.178854674388,9047.192962483588,9110.429564640644,39789
2016-04-15,9064.060231953968,9060.684712641156,8983.630957809397,9073.073871798755,8500
2016-04-16,8898.768787619058,8818.137853122567,8892.957250997095,8902.308908319967,9544
2016-04-17,8819.657687976904,8816.394578030187,8785.997059786785,8842.149555485457,15923
2016-04-18,8999.148127244065,8874.56062591648,9057.400552703304,8992.007904631633,24628
2016-04-19,8655.629431016043,8697.13483727044,8637.024953033502,8686.670842629048,40919
2016-04-20,8754.690369699792,8797.9521625312,8801.758391069508,8762.473574715475,11327
2016-04-21,8817.6074313348,8777.41402661993,8806.98886756026,8804.235818423662,39523
2016-04-22,8705.507423213838,8685.017970216613,8568.432722638474,8700.23424111807,45475
2016-04-23,8462.196193035123,8501.27690642134,8439.388626066982,8452.217157684065,22339
2016-04-24,8463.317894319034,8390.346256439494,8499.871523695225,8464.419041980553,48102
2016-04-25,8394.848873988427,8339.376920975283,8358.178344204714,8375.255028818945,44788
2016-04-26,8429.881736570202,8420.266816549307,8436.074487324879,8414.320306113348,40062
2016-04-27,8425.509757496435,8393.81573492653,8458.436241517456,8417.998528861592,19632
2016-04-28,8708.164609217605,8695.369402635604,8600.637213493854,8692.040079074433,15730
2016-04-29,8663.512864085025,8608.770278339174,8604.387295723569,8650.529741532795,43352
2016-04-30,8467.804765987732,8484.335701727032,8453.17508258792,8475.25389569475,22635
2016-05-01,8482.834977122684,8499.349913145861,8499.453838679501,8505.696569849479,2546
2016-05-02,8550.38600259055,8573.864956163781,8556.479213231734,8543.203524200671,36142
2016-05-03,8788.212995944574,8797.018763417082,8710.920819902782,8778.625170610221,18014
2016-05-04,8945.94720067644,8955.192393053707,8912.79576007394,8926.479049909618,46848
2016-05-05,8973.583161148767,8925.404456698865,9111.902202748108,8990.419002315646,42898
2016-05-06,9240.638689260752,9280.2217544819,9128.783598700162,9257.421117319847,6112
2016-05-07,9048.234262049413,9033.26547848457,9031.644994720633,9039.919339426204,45164
2016-05-08,8923.719794377757,8917.555682471046,8908.3991504115,8924.990123723055,47535
2016-05-09,8728.076809988634,8807.039423656037,8680.653030985257,8761.119575912391,38064
2016-05-10,8699.603424616056,8668.309404459731,8672.852808681379,8693.081732763772,14492
2016-05-11,8425.662072870364,8514.128719902961,8394.19607480938,8456.993931571897,33823
2016-05-12,8548.916072743248,8626.968961127332,8567.02795454602,8565.108522640312,43532
2016-05-13,8550.177675254503,8582.35987870766,8579.558858083396,8527.125761143756,40959
2016-05-14,8310.163935515988,8269.418337035708,8268.342583958236,8279.944142846198,22121
2016-05-15,8093.735501194199,8024.769830002167,8035.799949518476,8113.46186436574,35670
2016-05-16,8159.11671575237,8208.536060290362,8185.544199165424,8164.4953471015315,19906
2016-05-17,8303.214179952605,8307.838450056,8332.728551908249,8302.506432408552,13456
2016-05-18,8671.555532430471,8639.245426176196,8588.020424348771,8640.773176715491,33969
2016-05-19,9150.267301352606,9213.040990692123,9171.18688059912,9159.295966484233,23845
2016-05-20,9226.716856086974,9195.740660445288,9245.65745647402,9235.525405107,12015
2016-05-21,9082.590109998948,9063.327968231386,9071.43735863564,9054.54410225616,33374
2016-05-22,8670.062135131502,8699.33712987954,8672.879080845447,8676.565900696354,16765
2016-05-23,8735.746557844077,8687.105797328652,8791.782195489035,8723.146814769694,29802
2016-05-24,8557.110422690113,8577.767399066495,8580.186387182137,8582.465479703442,18708
2016-05-25,8508.550123662992,8557.815771823443,8498.749634474296,8511.46500668167,44369
2016-05-26,8379.995927912349,8416.77838135294,8370.642262931846,8407.903387670613,42679
2016-05-27,8366.563499636675,8436.555308863197,8318.12138760395,8384.26156540567,24218
2016-05-28,8579.305152284061,8627.932755037473,8486.1584251385,8564.929750976455,35812
2016-05-29,8591.016682028738,8592.20667769837,8526.047829420808,8591.874243717339,9721
2016-05-30,8559.191966447854,8464.59107557423,8520.048539758563,8564.658029534048,49871
2016-05-31,8376.519614864206,8342.700185515765,8382.749005949057,8389.082259238507,11514
2016-06-01,8109.174386028689,8143.718355016943,8134.437264742794,8112.754643194164,43480
2016-06-02,8039.069618608718,7976.756723138616,8033.51299570852,8034.2311930092255,42456
2016-06-03,8041.370782743536,8028.235501559527,8002.095723547636,8025.593810298294,9730
2016-06-04,8270.79086463185,8328.515526304274,8236.80048646672,8314.444135536876,1427
2016-06-05,8322.268238472625,8397.38828918857,8296.340805423202,8336.13558632081,37115
2016-06-06,8504.306498910788,8479.855780202994,8506.752281012165,8501.601353255004,43587
2016-06-07,8415.46329937463,8390.045995558068,8382.354247869349,8417.127586295897,36101
2016-06-08,8226.627753143164,8224.47049415223,8168.174414418506,8219.996250740749,3723
2016-06-09,8067.1669016798,8081.321269156911,8027.369608563366,8062.8526258827505,32627
2016-06-10,7941.903441900979,7940.620054587751,7943.174664865917,7946.748858585503,20191
2016-06-11,8283.603086643307,8335.845232715266,8318.139444658487,8292.340779126702,45866
2016-06-12,8153.2240168695635,8124.635243519342,8188.183713676425,8157.229240730991,40208
2016-06-13,8314.235707269369,8319.230938883964,8323.431769582665,8295.17766350662,40147
2016-06-14,8134.796373251743,8164.858429237465,8124.340101282574,8146.723305425261,20973
2016-06-15,8298.88888792598,8283.32194644883,8277.319919954554,8299.931470921996,16780
2016-06-16,8367.14640267418,8402.276282549068,8423.235728277032,8364.079424994505,41295
2016-06-17,8363.937944638525,8370.167344614898,8358.929137985871,8337.917789087684,6642
2016-06-18,8326.11925721339,8363.982920915423,8315.991138224994,8331.123067328394,5914
2016-06-19,8238.500030598638,8246.495664099135,8259.721144213245,8222.732010234622,4045
2016-06-20,8316.860895769769,8332.513418077724,8278.419608455895,8296.418861453429,26065
2016-06-21,8220.21835803948,8195.271333394368,8232.853996443344,8221.266639663287,4697
2016-06-22,8018.81493744989,7996.894924659966,8047.819803852468,8022.195795265754,29541
2016-06-23,7814.610314635888,7867.628965845213,7812.531416029839,7819.756553853025,9199
2016-06-24,7842.780318855369,7871.728703506601,7827.397476613884,7846.795102289023,44652
2016-06-25,8112.402214413307,8070.908690014656,8132.92531565344,8098.565978668326,22185
2016-06-26,8128.275227078562,8135.6257655490945,8134.377083531578,8124.521536008071,5587
2016-06-27,8109.080967567984,8012.835256483019,8086.313505720129,8105.266795833712,34989
2016-06-28,8133.38838124129,8128.340389359441,8164.380258453523,8151.733425442604,17591
2016-06-29,8351.271269032684,8407.668955732242,8420.493154395057,8367.462142223512,13829
2016-06-30,8440.284451588139,8435.003129755221,8468.825100737067,8404.256298632308,33308
2016-07-01,8332.504076353263,8340.382884627781,8349.921128997652,8335.468597851332,47826
2016-07-02,8508.747598538317,8393.425447067017,8564.838040250219,8521.952739198263,49016
2016-07-03,8619.945379163852,8603.039355348286,8610.287746662181,8595.343800482206,22339
2016-07-04,8868.442741532768,8883.442480773081,8789.661486321264,8863.447151176755,42565
2016-07-05,8906.275035760298,8926.995033768559,8957.308493888127,8895.98851675763,11258
2016-07-06,8678.380507341664,8722.547196832586,8690.643269513384,8680.777219154214,42478
2016-07-07,8441.080592366936,8437.584241321858,8351.085819416558,8446.463913886704,47159
2016-07-08,8727.048367282938,8722.778464553277,8709.239512411577,8730.009348517504,26341
2016-07-09,9011.219821776818,8976.022785498613,9027.787998661965,9036.209244651587,26628
2016-07-10,9002.240587937122,8994.616574100031,9009.30206403718,9003.823953767376,28650
2016-07-11,8940.374828036654,8883.980058378955,8915.90271499528,8935.084666821544,4577
2016-07-12,9234.150340693675,9148.83278821188,9122.095072843118,9200.101441762446,43070
2016-07-13,9000.189025706051,8951.354928417091,9022.526082153316,8998.641276233906,37142
2016-07-14,8797.783118286896,8905.72360250483,8831.109573072072,8839.04691907394,43611
2016-07-15,8951.826624737361,8941.397262083476,9013.540908359972,8953.509623691209,6651
2016-07-16,8931.796431440132,8941.615930672166,8878.546637146881,8883.125712232966,40311
2016-07-17,8897.606298832874,8874.76186143744,8944.643887915372,8882.21579511939,18775
2016-07-18,8838.870526504435,8773.967710163266,8859.367099370647,8853.22849671443,41109
2016-07-19,8923.740525581161,8965.508678728478,8953.699621473952,8913.203220604875,49700
2016-07-20,9154.066378155385,9068.101454396514,9104.903388600284,9167.671448735264,44101
2016-07-21,9159.42801964245,9158.818656833537,9182.711120220112,9184.29555641448,45862
2016-07-22,9296.86098815674,9300.8024826579,9278.409957749484,9303.342987501748,6575
2016-07-23,8931.22345636401,8941.516228913259,9001.208279836843,8929.588869417841,17104
2016-07-24,8887.48980530424,8888.48861502153,8881.645971719108,8920.892400894141,15339
2016-07-25,8751.546410267829,8691.096292270084,8804.19397654649,8771.706586503347,26172
2016-07-26,8560.647166247514,8526.357781132858,8578.688968207522,8560.470211686028,48829
2016-07-27,8404.568212398244,8379.944211377342,8311.64719806441,8411.434856558295,34605
2016-07-28,8362.010718286161,8329.68763782254,8316.469585759958,8355.41309575559,27694
2016-07-29,8489.205050661318,8551.153813476805,8494.655654395017,8509.878410209574,40444
2016-07-30,8298.933468764097,8248.575425197678,8154.547888844118,8287.097608089018,9646
2016-07-31,8272.544209169633,8304.654952635057,8310.398324595766,8292.176086924277,33366
2016-08-01,8239.24838778147,8245.76963082491,8164.421899973162,8212.267241592584,25649
2016-08-02,8130.627971379688,8197.80438755373,8192.93600042899,8158.624426276719,10959
2016-08-03,8305.710054877676,8318.357795914131,8315.839813381726,8323.898676969198,32643
2016-08-04,8420.9903340095,8454.300865148032,8470.66813717698,8413.966845811261,42183
2016-08-05,8670.825038100686,8663.358584673428,8630.943260338046,8642.060230107903,41582
2016-08-06,8620.824941923887,8639.549051562724,8612.985470948017,8615.396500582112,42314
2016-08-07,8505.875192352187,8441.95604580427,8509.380839464182,8496.310760744154,40796
2016-08-08,8458.652973766,8347.071580287793,8412.171269909632,8458.356307040256,23977
2016-08-09,8482.030728498788,8515.523188238536,8506.081483074338,8499.478431544634,3412
2016-08-10,8521.185806352214,8547.936106588213,8507.259983981228,8529.547122628044,48300
2016-08-11,8326.32135587277,8366.395915090638,8292.160335258528,8346.551890601866,23222
2016-08-12,8340.286816572841,8339.724555746741,8402.13926804593,8361.67112099221,32006
2016-08-13,8406.67508945313,8469.293144192436,8431.358891820477,8399.92576725441,2007
2016-08-14,8813.842231719122,8813.373753846718,8811.468621377275,8833.685834579284,44545
2016-08-15,9177.438593892097,9196.7515506846,9142.679462625483,9171.576965557466,44519
2016-08-16,8992.917595064384,9043.200456130266,8929.012224504755,9016.393086390046,46481
2016-08-17,8970.032486401853,9047.118261745018,8974.39501384474,8964.718505711413,9521
2016-08-18,8697.625211514933,8692.33377144095,8711.387944111264,8706.134283649873,42305
2016-08-19,8628.088694644031,8599.909662995744,8641.422555960315,8603.883980929426,31618
2016-08-20,8663.97007168105,8599.070637813042,8644.078706962653,8658.364319411048,8159
2016-08-21,8891.639168849468,8960.654605253816,8882.893823674545,8869.717079584172,28960
2016-08-22,8728.109428963478,8759.738566889497,8740.068346848526,8741.320128668378,24347
2016-08-23,8628.671679533105,8648.218257200746,8631.753114088098,8627.702903413841,31650
2016-08-24,8248.805577935651,8393.821154873836,8226.054214758067,8265.022993777113,5099
2016-08-25,8231.363226578382,8251.566815818107,8254.564581304074,8238.1779337465,28607
2016-08-26,8060.749649339757,8012.461415235341,8091.870514561792,8064.977378594296,34196
2016-08-27,7968.44483920375,7972.212997731022,7951.243987388952,7980.029579346741,36063
2016-08-28,7822.239832716189,7803.084266249435,7940.579561967925,7841.302082913899,38689
2016-08-29,7804.407305084125,7811.041799931413,7827.96405682635,7826.533185568011,31679
2016-08-30,7520.815711202405,7540.964615654777,7564.109644060403,7556.174802715625,35367
2016-08-31,7322.188443229024,7316.153713371335,7278.136025955056,7337.690730535992,5424
2016-09-01,7666.5240272873,7613.115858266769,7673.795615553433,7656.914692813146,40096
2016-09-02,7438.420671641204,7521.695997017822,7459.274883354836,7462.277551062903,18971
2016-09-03,7280.393855292824,7311.277965464523,7282.1638095071585,7300.369459780856,27832
2016-09-04,7600.686910376725,7592.118198662714,7596.105398884294,7573.5599549717135,27783
2016-09-05,8016.410625057513,8057.03484649646,8032.549589923422,8026.628459673878,48826
2016-09-06,7845.774645366522,7864.254083772899,7836.933081207399,7840.740168686412,16934
2016-09-07,7793.203984728632,7803.946555313423,7799.629549116687,7783.205412146717,19831
2016-09-08,7846.939210056306,7873.814901236342,7853.37329630422,7836.555364663173,38256
2016-09-09,8087.535515119205,8117.666804495123,8128.383945429256,8112.234254414247,32081
2016-09-10,7950.016118989282,7980.345348004354,7995.879115664112,7953.691673893661,16576
2016-09-11,7889.154138068251,7944.573484106096,7886.762268910531,7914.769931137312,17871
2016-09-12,8078.111198585896,8084.683498764338,8026.456903792885,8038.780374597424,41605
2016-09-13,8083.119298634269,8100.04905948037,8140.839101278482,8108.984937620842,41957
2016-09-14,8031.342484413447,8109.793764965135,8000.825735538379,8048.208958486588,8189
2016-09-15,8009.991879921886,8007.51720114629,7979.391802967538,8026.697055557018,20594
2016-09-16,7785.61181919947,7824.265435836384,7747.669062824333,7808.986622481722,38700
2016-09-17,7792.901553467239,7809.029290952447,7760.223660372788,7771.877166022962,6811
2016-09-18,7768.03451319162,7744.359181020765,7705.955582623774,7730.580655425834,9989
2016-09-19,7759.170417365377,7735.190279518798,7674.400477893223,7766.56028579749,8766
2016-09-20,7660.494140274917,7667.188600210807,7672.043162558352,7680.777894109222,26872
2016-09-21,7718.867930514427,7734.47403045617,7759.225703471568,7753.556185589125,23096
2016-09-22,7908.337482450802,7854.515250881233,7968.996798824824,7912.200356630296,16705
2016-09-23,7931.812504996363,7910.980342071095,7862.184122823798,7936.834384933866,7663
2016-09-24,7982.456454656419,8003.507328207102,7911.860118305853,7992.867902463185,32229
2016-09-25,8004.912304745867,8055.581141615192,8038.360016021539,8001.3696942494225,40557
2016-09-26,8007.70706295891,8029.904080010475,8030.481062123247,8001.383199467301,11424
2016-09-27,7891.839286397191,7789.2637439942755,7899.519307521302,7886.743137062707,33656
2016-09-28,7931.805596000831,7962.27322317458,7883.252758453682,7936.823650721672,39975
2016-09-29,7903.942968460096,7899.289027504407,7954.816784259905,7921.395733381274,28297
2016-09-30,8271.050825827682,8289.788067457244,8341.273084659564,8260.051194877427,29105
2016-10-01,8524.317068517852,8523.714601361065,8431.72314016399,8524.103731351095,9173
2016-10-02,8605.40034348272,8597.109572664158,8576.721467421945,8590.138115813616,47906
2016-10-03,8473.406180825556,8469.074756579477,8440.816273140466,8460.038042415721,47868
2016-10-04,8250.368502136333,8272.967841855168,8258.829502760838,8273.895523774254,35876
2016-10-05,8449.06457184034,8530.328166125322,8429.387337354923,8473.369962585026,45234
2016-10-06,8505.143177370912,8517.17726230145,8569.535866560074,8518.014591103722,30762
2016-10-07,8582.037766149304,8646.885137928019,8618.121826464936,8600.205966282021,33399
2016-10-08,8317.849906114452,8356.939885704356,8300.937872474027,8305.304713844145,41628
2016-10-09,8466.740239832248,8494.978746729885,8556.8632386445,8460.795521165966,2868
2016-10-10,8556.810916970622,8480.372119847869,8550.955699799357,8538.041160606585,11764
2016-10-11,8357.134915544917,8403.794164338147,8365.717975625486,8350.513178756932,10966
2016-10-12,8275.585809760125,8256.638802500029,8284.653325796746,8272.13385521994,32004
2016-10-13,8335.832813938294,8365.663728715363,8338.792846801429,8315.879198090905,12877
2016-10-14,8332.43052291839,8291.912711597226,8366.061988238225,8324.609929165672,20129
2016-10-15,8277.234775850755,8228.189095434816,8351.504211853642,8276.107554054865,25194
2016-10-16,8283.449778604521,8365.306362827225,8253.018342038346,8258.99566821606,37445
2016-10-17,8219.371760701995,8180.042762726799,8229.810080224468,8217.478767778472,26353
2016-10-18,8237.573533638333,8289.82508298207,8294.21844798491,8242.590643683512,2199
2016-10-19,8474.549372701631,8493.79977301582,8471.899660229114,8488.773556549979,34647
2016-10-20,8075.351737706355,8058.388651489735,8075.905735883586,8064.01332436813,21957
2016-10-21,8045.761281711581,8043.95786920235,8044.405053751619,8025.904382980099,6556
2016-10-22,8053.472999255572,8001.890942007718,8140.325472921253,8054.287890245101,32933
2016-10-23,8123.303468218839,8122.744813220925,8074.450429973653,8102.1097164513885,14240
2016-10-24,8010.381456884272,7998.530091245868,8059.767502819681,8042.067444391432,23571
2016-10-25,7763.558870616493,7749.068038679331,7761.102858875398,7764.419997201034,48407
2016-10-26,7814.894592548091,7851.679810166577,7846.477255987638,7815.5213178286685,12660
2016-10-27,8078.479114847979,8100.524556739375,8094.180710114974,8090.242236001951,44377
2016-10-28,7883.230940417849,7824.809478739101,7800.620809262436,7845.824231027448,23753
2016-10-29,7981.493995454158,8016.536003561217,7960.278458066226,7982.55076755591,46695
2016-10-30,7923.806481893467,7929.991799546781,7879.035392637432,7930.273314808829,42637
2016-10-31,7920.964169128028,7899.49101870753,7907.468721603698,7920.552900542308,41780
2016-11-01,7724.440340744501,7784.460271519075,7709.140403326455,7755.506008711434,11135
2016-11-02,7692.093849556422,7697.360951538603,7760.597291300646,7703.801593023943,39753
2016-11-03,7922.282519762659,7876.109027477168,7919.28701426128,7906.734085800788,18991
2016-11-04,7989.348640523934,8073.317972229576,7998.333019868464,7999.411025337102,45597
2016-11-05,8267.688976185538,8280.70167608018,8217.104575456688,8281.41749874051,49526
2016-11-06,8500.950787208978,8497.491529118426,8500.205466279405,8478.74452057867,30977
2016-11-07,8576.458304422516,8559.086466351251,8542.203071222708,8553.530490654965,45728
2016-11-08,8866.2883408202,8918.5979232118,8847.132425985601,8857.13023693383,27132
2016-11-09,8927.103847687875,8911.787440823031,8875.430415799301,8935.23701018203,2664
2016-11-10,9080.08343073123,9014.258008580284,9086.155467859762,9084.434349070334,43825
2016-11-11,9016.186158908677,9000.065542921968,8978.868752762015,9030.710249508951,26986
2016-11-12,9024.746426788475,9102.725742218012,9101.676304425797,9042.7373709065,3157
2016-11-13,8898.853435672918,8954.583175020342,8970.668047553398,8917.480563141547,4205
2016-11-14,9084.487275558276,9084.132819942368,9188.202338780577,9095.73058830434,36438
2016-11-15,8865.50123316568,8944.885129729995,8830.660479334209,8883.885919645492,46271
2016-11-16,8995.763649343591,9057.732452108328,8965.462906589968,9023.9853535175,35171
2016-11-17,8993.586926664508,8981.598953586647,8949.33142852818,8989.642223656501,22635
2016-11-18,9207.027706069835,9199.39002290671,9233.877698206725,9202.70987593156,16042
2016-11-19,9373.73083789179,9389.165516788798,9368.276564293055,9341.953384559722,21503
2016-11-20,9675.440082614094,9648.092101194488,9681.296028682696,9688.39032858247,16817
2016-11-21,9836.85272677056,9837.07430510026,9760.065517337483,9831.030778750175,14374
2016-11-22,9532.702100334278,9547.406930328429,9446.060501698394,9526.743835060774,7289
2016-11-23,9509.165439058634,9433.746512207328,9471.42315777448,9513.995457865802,28872
2016-11-24,9307.414466222475,9298.604052677383,9278.197629069522,9293.579419579064,11700
2016-11-25,9212.004196901134,9198.045422643709,9136.330941010325,9197.743478505728,8104
2016-11-26,9486.19284278738,9534.95510025161,9492.112051611735,9479.9851381543,14516
2016-11-27,9596.726153367614,9513.084334812937,9615.4849474177,9601.635271785324,40148
